ParentEduc,IsFirstChild,NrSiblings,MathScore,ReadingScore,WritingScore,PracticeSport,ParentMaritalStatus,LunchType,TestPrep,TransportMeans,WklyStudyHours,EthnicGroup,Gender
associate's degree,no,2.0,76,82,89,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
master's degree,yes,4.0,80,79,91,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
some college,yes,1.0,98,94,96,3.0,2.0,1.0,2.0,1.0,0.0,4.0,1.0
some college,yes,3.0,90,91,88,3.0,3.0,1.0,2.0,0.0,2.0,5.0,1.0
some college,VeriYok,4.0,68,74,72,3.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0
VeriYok,no,3.0,49,51,45,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0
high school,yes,1.0,69,74,63,3.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0
VeriYok,yes,3.0,49,50,59,2.0,4.0,0.0,2.0,1.0,2.0,4.0,1.0
bachelor's degree,yes,2.0,81,83,83,3.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0
associate's degree,no,2.0,55,70,64,3.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0
associate's degree,yes,0.0,69,61,62,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0
high school,no,1.0,67,74,67,3.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0
associate's degree,yes,2.0,97,96,96,3.0,2.0,1.0,0.0,2.0,1.0,5.0,0.0
some college,yes,1.0,100,90,97,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0
high school,yes,1.0,38,56,49,3.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
some high school,yes,2.0,35,37,42,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
high school,yes,2.0,51,45,43,3.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0
high school,yes,1.0,79,77,83,2.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0
some high school,no,2.0,52,66,61,3.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0
high school,yes,0.0,61,67,63,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0
associate's degree,yes,3.0,64,64,71,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0
associate's degree,no,3.0,49,61,59,1.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0
bachelor's degree,yes,2.0,91,82,90,2.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0
high school,yes,2.0,62,72,67,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
some high school,yes,3.0,75,75,75,3.0,0.0,1.0,2.0,2.0,0.0,4.0,1.0
bachelor's degree,no,1.0,59,63,65,3.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0
some college,yes,1.0,57,55,49,3.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0
some high school,no,2.0,78,77,71,3.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0
some college,yes,3.0,55,68,67,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0
associate's degree,yes,3.0,85,74,74,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0
VeriYok,no,4.0,37,35,35,3.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0
some college,no,1.0,66,69,65,3.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
high school,no,5.0,78,73,70,3.0,4.0,1.0,2.0,2.0,0.0,3.0,1.0
associate's degree,no,1.0,91,77,74,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
bachelor's degree,no,3.0,85,69,77,2.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0
some high school,yes,0.0,56,63,59,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0
associate's degree,yes,1.0,51,56,54,2.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0
some high school,yes,2.0,59,69,64,1.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0
associate's degree,yes,1.0,67,57,60,2.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0
some college,yes,3.0,46,54,60,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
associate's degree,yes,2.0,36,43,47,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
master's degree,no,1.0,88,89,92,3.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0
associate's degree,no,2.0,51,60,59,3.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0
bachelor's degree,yes,2.0,47,65,64,3.0,4.0,0.0,0.0,2.0,2.0,4.0,0.0
some high school,yes,4.0,63,70,70,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
some high school,yes,2.0,96,87,88,2.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0
associate's degree,yes,0.0,91,81,79,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0
some high school,no,4.0,81,67,72,3.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0
high school,no,5.0,60,57,54,3.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
high school,yes,1.0,78,76,73,2.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
associate's degree,yes,4.0,32,44,43,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
some high school,no,1.0,34,57,55,3.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0
high school,yes,1.0,76,83,74,3.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
associate's degree,yes,2.0,55,64,61,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0
master's degree,yes,1.0,75,72,72,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0
some high school,yes,1.0,88,88,91,2.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0
some college,yes,4.0,68,78,80,1.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0
some college,yes,5.0,77,86,87,2.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0
VeriYok,yes,2.0,50,69,65,3.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0
some high school,yes,3.0,63,71,65,3.0,2.0,1.0,0.0,2.0,2.0,5.0,0.0
master's degree,no,3.0,88,83,80,3.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0
high school,no,1.0,66,75,70,3.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0
some high school,yes,1.0,42,61,61,3.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0
some high school,yes,3.0,47,41,41,2.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
associate's degree,yes,3.0,92,93,89,1.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0
some high school,no,2.0,60,50,49,3.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0
some high school,yes,2.0,96,91,88,2.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0
high school,no,2.0,58,72,71,3.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0
bachelor's degree,yes,1.0,93,88,86,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0
high school,yes,4.0,60,68,67,3.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0
some high school,VeriYok,3.0,75,71,67,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0
associate's degree,no,2.0,49,62,64,2.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
high school,no,2.0,73,80,78,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0
some college,yes,2.0,30,50,43,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
master's degree,yes,2.0,93,96,90,3.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0
some college,VeriYok,0.0,94,89,88,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
some college,yes,4.0,75,75,75,3.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0
VeriYok,no,1.0,74,65,63,3.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
associate's degree,yes,0.0,68,86,78,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0
associate's degree,yes,2.0,60,64,58,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0
some college,yes,3.0,70,54,56,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
bachelor's degree,yes,2.0,79,86,81,1.0,2.0,1.0,2.0,2.0,1.0,5.0,0.0
bachelor's degree,no,3.0,69,52,62,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
some college,no,2.0,72,82,86,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0
associate's degree,yes,1.0,72,71,71,3.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0
some college,no,1.0,60,61,64,3.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0
some college,yes,3.0,60,54,54,1.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0
some college,yes,3.0,92,91,94,2.0,3.0,1.0,1.0,2.0,0.0,4.0,1.0
high school,no,1.0,93,85,91,2.0,4.0,1.0,2.0,0.0,0.0,3.0,1.0
bachelor's degree,yes,2.0,50,65,57,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
some high school,yes,1.0,69,80,80,3.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0
bachelor's degree,yes,0.0,49,67,63,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
bachelor's degree,VeriYok,2.0,100,91,93,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0
some high school,VeriYok,0.0,72,59,54,3.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0
bachelor's degree,yes,2.0,89,84,82,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
some high school,yes,1.0,53,56,49,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0
high school,VeriYok,3.0,78,86,81,3.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0
some college,yes,1.0,39,36,32,1.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0
high school,yes,7.0,44,54,52,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
bachelor's degree,yes,3.0,91,81,80,2.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0
bachelor's degree,yes,0.0,92,81,78,2.0,0.0,1.0,0.0,1.0,3.0,5.0,1.0
some high school,yes,4.0,43,41,35,2.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0
associate's degree,no,1.0,78,79,72,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
some high school,no,2.0,61,56,58,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
some college,yes,1.0,60,70,71,3.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
some college,VeriYok,0.0,49,54,49,3.0,1.0,0.0,2.0,2.0,0.0,5.0,1.0
some high school,no,2.0,52,65,65,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0
some college,no,1.0,63,57,57,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
some high school,yes,3.0,74,74,74,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
some college,no,1.0,95,100,100,3.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0
associate's degree,yes,1.0,51,57,57,3.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0
some high school,yes,0.0,60,60,55,1.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0
high school,yes,2.0,80,81,71,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0
high school,yes,5.0,42,50,51,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
some college,no,4.0,71,67,73,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0
some high school,no,4.0,76,84,95,3.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0
some high school,yes,1.0,67,69,60,2.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0
associate's degree,yes,1.0,67,68,65,3.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0
master's degree,yes,3.0,53,53,53,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0
some college,yes,0.0,97,87,95,2.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0
bachelor's degree,yes,2.0,70,60,60,1.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0
master's degree,yes,1.0,72,71,74,1.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0
high school,no,3.0,81,78,81,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
high school,yes,0.0,70,84,76,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
some college,yes,2.0,69,70,76,1.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0
VeriYok,no,3.0,42,58,64,3.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0
VeriYok,yes,2.0,43,53,54,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0
VeriYok,no,1.0,51,48,48,3.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0
some college,no,2.0,56,66,64,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
associate's degree,no,1.0,93,100,95,0.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0
associate's degree,yes,3.0,70,60,56,3.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0
master's degree,no,1.0,77,86,91,3.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0
some college,yes,4.0,44,67,62,3.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0
master's degree,yes,4.0,73,82,85,2.0,3.0,0.0,2.0,1.0,0.0,4.0,0.0
bachelor's degree,yes,1.0,85,79,81,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0
some high school,no,1.0,82,80,77,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0
master's degree,yes,1.0,75,95,95,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0
some college,yes,0.0,53,45,59,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0
some college,yes,2.0,84,84,84,3.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0
associate's degree,yes,1.0,53,73,69,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0
associate's degree,no,1.0,62,77,79,3.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0
bachelor's degree,no,3.0,63,62,58,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0
high school,yes,3.0,65,66,68,3.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0
high school,yes,2.0,71,85,86,2.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0
some college,yes,0.0,44,55,59,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0
high school,no,1.0,65,69,70,2.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0
some high school,no,4.0,66,72,69,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0
some college,yes,1.0,56,51,49,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0
high school,no,4.0,62,57,67,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
high school,yes,2.0,58,59,61,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
some college,VeriYok,2.0,51,57,55,3.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0
some high school,yes,0.0,69,74,71,3.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0
high school,yes,3.0,35,33,36,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
VeriYok,yes,0.0,71,65,64,2.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0
bachelor's degree,no,2.0,83,91,91,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0
VeriYok,no,3.0,71,83,77,3.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0
some college,yes,0.0,69,76,78,3.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
some high school,no,5.0,46,46,43,2.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0
VeriYok,yes,1.0,61,63,63,0.0,3.0,1.0,0.0,2.0,1.0,4.0,0.0
some college,no,2.0,69,73,79,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0
some high school,yes,1.0,62,74,69,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
master's degree,yes,1.0,83,76,80,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0
master's degree,no,2.0,72,65,66,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0
high school,no,1.0,76,73,68,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0
high school,yes,7.0,71,80,77,0.0,3.0,1.0,0.0,2.0,1.0,4.0,0.0
some high school,no,3.0,63,74,75,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
some high school,no,2.0,49,61,49,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
master's degree,yes,2.0,67,87,87,3.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0
some high school,yes,1.0,33,46,48,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0
some high school,yes,0.0,52,56,51,1.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0
bachelor's degree,yes,1.0,77,83,78,3.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0
associate's degree,no,2.0,57,54,60,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0
some college,yes,2.0,61,64,66,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0
some high school,yes,0.0,56,68,65,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
some college,yes,1.0,66,74,75,3.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0
bachelor's degree,yes,0.0,55,65,62,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0
some high school,yes,1.0,57,49,48,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0
some high school,no,2.0,64,60,57,1.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0
VeriYok,yes,3.0,51,65,65,2.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0
master's degree,no,1.0,85,71,74,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0
high school,yes,1.0,90,91,93,3.0,2.0,0.0,2.0,1.0,1.0,5.0,0.0
associate's degree,no,5.0,93,88,85,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0
some college,yes,2.0,92,83,89,3.0,2.0,0.0,2.0,2.0,0.0,4.0,1.0
bachelor's degree,yes,0.0,79,63,64,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0
high school,no,3.0,82,100,96,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
some college,yes,3.0,75,83,75,3.0,2.0,1.0,0.0,2.0,1.0,5.0,0.0
some college,yes,3.0,69,64,73,3.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0
some college,VeriYok,0.0,44,45,43,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0
some college,yes,3.0,87,69,75,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0
bachelor's degree,yes,0.0,57,64,62,3.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
associate's degree,yes,0.0,71,72,75,1.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0
some college,yes,4.0,91,100,100,3.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0
some college,yes,1.0,83,73,69,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0
master's degree,no,1.0,82,83,78,0.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0
high school,no,1.0,59,70,65,2.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0
bachelor's degree,yes,3.0,76,86,84,3.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0
VeriYok,no,1.0,64,67,67,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
some college,no,3.0,59,53,50,2.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0
some high school,no,2.0,55,60,65,3.0,2.0,1.0,0.0,1.0,3.0,4.0,0.0
some high school,yes,3.0,46,60,53,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
associate's degree,yes,2.0,84,100,100,2.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0
some high school,yes,2.0,72,82,82,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0
some college,yes,1.0,54,69,64,3.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0
some high school,no,2.0,82,87,90,3.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0
some high school,no,1.0,62,51,46,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
master's degree,no,4.0,53,69,68,1.0,3.0,1.0,2.0,2.0,1.0,4.0,0.0
some college,yes,1.0,83,76,68,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
high school,no,4.0,85,88,90,3.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0
bachelor's degree,yes,3.0,87,91,86,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
some college,yes,2.0,49,38,41,2.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0
master's degree,yes,1.0,100,100,100,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0
master's degree,yes,0.0,62,54,58,3.0,3.0,0.0,0.0,2.0,1.0,5.0,1.0
some high school,no,4.0,78,81,80,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0
master's degree,yes,0.0,57,56,53,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0
some high school,yes,2.0,44,60,56,3.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0
bachelor's degree,yes,2.0,55,48,58,2.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0
some college,yes,1.0,67,67,68,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
some high school,yes,3.0,69,60,64,3.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0
high school,VeriYok,2.0,62,56,58,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
VeriYok,yes,2.0,70,61,58,3.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0
high school,no,1.0,47,51,58,3.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0
high school,yes,2.0,54,63,56,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
VeriYok,yes,3.0,97,96,96,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0
associate's degree,yes,2.0,63,53,61,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0
high school,yes,3.0,50,49,47,2.0,3.0,0.0,0.0,2.0,1.0,5.0,1.0
some college,no,3.0,64,76,76,3.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0
associate's degree,yes,1.0,54,69,61,2.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0
some college,yes,3.0,64,64,59,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0
high school,yes,2.0,55,56,67,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0
associate's degree,yes,1.0,62,58,57,3.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0
some high school,yes,2.0,64,62,53,3.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0
some college,yes,2.0,75,91,93,3.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0
some college,no,3.0,88,88,86,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0
some college,VeriYok,2.0,54,59,63,3.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0
some college,no,3.0,34,28,28,1.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0
associate's degree,yes,0.0,59,56,58,2.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0
master's degree,yes,0.0,60,87,81,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0
VeriYok,yes,4.0,66,84,81,0.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0
master's degree,no,2.0,74,75,82,3.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0
high school,yes,0.0,81,74,71,3.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
master's degree,no,2.0,80,89,91,1.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0
some high school,yes,3.0,23,24,16,3.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0
some college,no,4.0,66,78,80,3.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0
associate's degree,VeriYok,0.0,61,66,71,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
some college,yes,1.0,61,56,55,3.0,0.0,1.0,2.0,2.0,1.0,5.0,1.0
VeriYok,yes,4.0,91,76,75,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
associate's degree,yes,2.0,82,74,79,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0
VeriYok,no,2.0,44,56,54,3.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0
some college,no,5.0,42,47,58,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
some high school,yes,2.0,80,84,85,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0
some college,yes,1.0,62,63,64,3.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0
high school,no,1.0,39,49,56,3.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0
bachelor's degree,yes,0.0,74,85,91,3.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0
some high school,yes,2.0,70,77,70,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0
high school,yes,3.0,84,88,86,2.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
some college,yes,2.0,58,67,66,1.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0
master's degree,yes,0.0,82,79,73,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
master's degree,no,1.0,67,79,79,3.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
some high school,yes,3.0,90,71,75,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0
associate's degree,no,1.0,72,88,86,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0
some high school,yes,0.0,72,91,85,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
some high school,yes,1.0,51,47,36,2.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0
some college,yes,3.0,89,79,66,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0
some college,yes,1.0,48,55,47,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0
some high school,no,1.0,61,68,71,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0
associate's degree,no,1.0,83,78,78,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0
high school,yes,1.0,52,57,55,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0
some high school,yes,2.0,66,63,70,2.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0
some high school,VeriYok,2.0,78,82,85,3.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0
some college,yes,6.0,92,91,94,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
some high school,yes,2.0,45,56,57,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0
bachelor's degree,yes,0.0,60,65,62,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0
associate's degree,yes,2.0,58,72,68,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
high school,yes,5.0,79,91,86,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0
some high school,yes,0.0,64,71,70,3.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0
high school,yes,1.0,62,73,72,3.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
master's degree,no,3.0,54,61,52,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0
some high school,yes,2.0,67,71,69,3.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0
associate's degree,no,3.0,99,100,100,2.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0
associate's degree,yes,0.0,61,52,50,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0
master's degree,yes,0.0,80,97,100,3.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0
